SESAME;JENA;SQL;MYSQL;OWLIM;
20;6;35;19;
7;3;21;14;
14;5;32;17;
14;6;48;46;
15;6;27;12;
9;3;25;12;
16;3;25;10;
14;5;30;16;
14;5;26;12;
5;1;13;10;
5;1;11;13;
4;1;11;12;
6;2;14;12;
25;2;15;13;
5;2;11;15;
4;1;12;11;
4;1;14;12;
14;2;22;12;
15;5;29;16;
8;2;16;12;
13;5;32;16;
16;6;22;19;
13;7;21;13;
13;4;17;11;
15;3;26;10;
14;5;26;17;
7;3;22;19;
21;2;25;16;
5;1;15;11;
5;2;16;11;
5;1;12;13;
5;1;14;13;
6;1;13;12;
5;1;16;12;
4;1;13;18;
5;1;14;13;
14;5;25;25;
15;5;26;11;
12;5;22;14;
14;3;24;12;
12;3;27;12;
10;4;30;14;
14;4;23;11;
12;5;28;16;
14;5;26;13;
12;5;39;17;
13;2;25;12;
13;5;24;16;
5;2;15;10;
6;1;11;10;
4;2;12;11;
4;1;14;10;
5;2;15;10;
7;2;19;19;
6;1;13;14;
44;4;30;13;
8;2;25;24;
13;3;25;12;
16;4;19;14;
12;3;26;17;
13;3;27;11;
12;5;31;25;
16;3;25;11;
15;4;26;13;
6;2;13;12;
6;2;11;15;
4;2;11;13;
5;1;16;16;
6;2;20;19;
7;2;16;16;
7;2;18;16;
6;2;17;15;
6;2;16;19;
6;2;20;18;
6;2;17;15;
5;2;19;16;
6;2;15;16;
4;2;14;12;
6;2;14;12;
6;2;16;14;
5;1;14;10;
6;1;15;17;
6;2;12;18;
53;1;10;10;
6;2;17;14;
7;1;11;13;
6;2;18;12;
5;2;19;14;
38;2;13;12;
6;2;17;19;
6;2;20;19;
7;2;18;15;
5;2;18;17;
7;1;18;16;
8;3;18;19;
5;1;11;11;
5;1;13;14;
5;2;15;10;
5;1;13;12;
6;1;14;10;
5;1;13;14;
5;1;14;11;
6;1;15;11;
5;2;13;13;
5;1;13;12;
6;2;13;13;
6;2;17;16;
8;1;20;19;
6;2;18;19;
7;1;17;12;
60;2;13;13;
6;2;14;18;
7;1;17;11;
34;3;16;18;
7;2;16;18;
5;1;11;11;
7;2;10;15;
5;1;12;10;
5;2;13;17;
6;1;10;11;
4;1;10;10;
7;1;11;11;
5;2;15;10;
5;2;12;11;
5;1;13;12;
7;2;15;18;
6;1;20;18;
6;2;17;14;
6;2;17;19;
5;2;15;18;
6;2;19;15;
5;2;15;17;
6;1;12;14;
6;1;13;14;
6;1;14;12;
5;1;13;11;
6;2;11;10;
4;1;14;12;
68;1;11;11;
4;2;12;12;
4;3;13;15;
4;1;13;15;
5;1;13;11;
5;2;14;12;
7;1;17;16;
5;2;18;19;
6;1;14;14;
6;1;12;14;
7;2;19;17;
6;2;16;18;
5;2;16;11;
5;2;20;17;
7;1;17;13;
5;1;13;13;
4;1;13;12;
6;2;15;11;
7;2;10;10;
4;1;13;12;
6;2;11;14;
5;2;10;14;
5;1;12;13;
4;2;12;10;
5;2;17;10;
4;1;12;13;
4;2;14;15;
6;1;19;19;
77;2;16;15;
5;2;15;16;
6;2;11;14;
5;1;17;19;
5;1;19;13;
5;2;16;17;
4;1;10;10;
5;1;11;11;
4;1;15;10;
6;2;11;10;
4;1;13;13;
5;1;16;15;
14;3;28;24;
4;1;10;10;
10;5;32;19;
5;1;16;10;
4;1;11;12;
4;1;11;16;
4;2;15;11;
4;1;14;16;
6;2;12;10;
4;1;12;11;
5;2;15;12;
4;1;12;11;
11;4;25;11;
11;4;24;13;
10;3;25;11;
12;2;29;11;
13;6;34;17;
10;5;30;15;
11;4;25;16;
11;4;26;11;
10;4;27;11;
13;3;26;14;
6;2;17;12;
4;2;11;16;
4;1;11;10;
4;2;13;15;
4;1;13;12;
5;1;13;12;
5;1;10;11;
5;1;15;10;
11;5;33;17;
11;5;49;21;
10;4;45;27;
11;4;26;14;
13;3;21;11;
11;3;26;12;
11;2;25;13;
10;3;25;15;
11;2;22;11;
6;2;27;17;
13;3;26;17;
9;3;25;13;
4;1;13;12;
4;1;12;11;
4;1;13;11;
5;1;12;10;
5;1;11;11;
5;1;13;12;
5;1;16;11;
5;1;11;12;
10;5;33;20;
10;5;33;15;
10;5;28;14;
13;3;26;15;
10;4;35;18;
10;2;19;12;
12;5;19;14;
5;2;11;12;
11;4;36;17;
11;4;35;16;
10;2;25;16;
4;1;14;14;
4;1;12;10;
4;1;12;10;
5;1;11;13;
5;1;13;11;
5;2;16;11;
4;1;11;15;
5;1;11;13;
10;5;27;15;
11;5;40;18;
10;4;32;16;
16;3;23;11;
11;5;35;19;
10;5;37;20;
10;5;30;13;
8;3;18;14;
11;4;31;28;
5;2;12;16;
4;2;13;15;
5;2;17;17;
6;2;14;16;
5;1;19;14;
6;1;17;17;
4;2;18;18;
5;1;14;13;
5;2;18;16;
5;2;20;16;
6;2;14;19;
5;2;10;12;
4;1;11;13;
5;2;15;14;
5;1;18;14;
6;2;14;17;
4;1;14;11;
7;1;11;10;
4;2;13;10;
5;1;16;13;
5;2;13;12;
4;2;17;14;
7;2;17;13;
6;2;20;16;
6;1;16;15;
4;2;15;16;
5;1;15;14;
6;2;17;17;
6;1;20;15;
4;2;19;15;
5;1;18;14;
6;3;12;12;
5;1;13;16;
4;1;11;11;
4;1;11;13;
5;1;14;10;
4;2;14;12;
5;2;13;10;
5;1;10;11;
4;1;14;13;
5;1;16;13;
7;37;11;10;
5;2;15;11;
6;1;15;11;
5;1;14;14;
5;2;15;18;
5;1;10;12;
5;1;12;10;
5;1;11;13;
5;1;16;12;
5;1;12;12;
5;2;12;14;
4;1;11;12;
4;1;10;13;
6;1;18;12;
4;1;14;11;
4;1;12;10;
4;1;12;12;
4;2;15;12;
6;2;14;13;
5;1;19;16;
6;2;15;16;
5;2;16;16;
5;2;18;17;
5;1;19;18;
6;1;16;17;
6;1;17;19;
5;2;17;15;
5;2;18;17;
5;2;11;11;
5;1;15;12;
5;1;18;14;
5;1;12;13;
11;4;42;19;
6;2;18;12;
7;2;20;12;
10;5;30;21;
14;5;21;13;
12;2;24;11;
4;1;11;11;
5;2;13;11;
4;1;13;10;
4;1;14;14;
5;1;14;11;
5;1;10;12;
4;2;12;10;
4;1;13;10;
12;5;35;26;
7;3;26;16;
10;4;32;17;
8;0;10;10;
9;3;22;14;
10;5;34;25;
12;3;22;12;
11;5;33;15;
7;3;21;10;
10;4;34;24;
11;4;27;12;
4;2;11;13;
7;1;11;13;
5;1;12;10;
4;1;13;13;
5;1;12;10;
5;1;15;12;
5;1;18;13;
4;1;15;13;
13;6;34;16;
10;2;28;11;
10;5;32;16;
10;4;32;15;
7;3;21;19;
9;3;24;13;
5;1;13;10;
13;2;21;15;
10;5;44;22;
9;4;36;20;
11;5;30;17;
4;1;12;11;
5;1;10;10;
5;2;11;10;
4;1;14;13;
4;2;14;12;
5;2;12;11;
4;1;14;11;
6;1;13;12;
10;4;35;12;
11;2;24;10;
10;4;31;14;
10;2;31;11;
8;2;25;12;
11;5;20;12;
12;3;26;24;
10;5;47;23;
11;2;25;14;
10;5;28;16;
13;4;33;22;
5;0;14;12;
5;1;14;12;
4;2;14;10;
6;1;10;11;
6;1;10;11;
4;1;15;12;
4;1;14;13;
5;1;14;10;
12;2;16;12;
25;6;33;16;
10;2;24;11;
12;5;45;25;
10;5;30;15;
11;3;24;13;
11;5;41;17;
14;3;22;12;
10;6;35;16;
11;5;31;16;
9;4;33;17;
4;1;13;13;
6;1;16;12;
4;1;18;17;
4;1;14;11;
5;1;15;11;
5;1;16;12;
4;1;14;14;
6;1;10;10;
4;2;12;12;
5;1;14;14;
4;1;10;12;
5;1;14;10;
4;2;13;11;
5;1;13;15;
6;1;14;14;
4;2;14;16;
5;2;15;11;
5;2;14;14;
4;1;13;12;
5;2;17;15;
5;2;17;16;
4;1;14;13;
4;1;18;15;
5;1;13;12;
5;1;20;14;
5;2;15;17;
5;2;17;17;
4;2;15;14;
5;1;13;12;
5;1;12;13;
5;2;10;12;
4;2;12;15;
5;1;17;13;
4;1;12;12;
7;2;13;10;
5;1;14;11;
6;1;13;18;
4;1;13;12;
6;1;19;15;
5;2;16;18;
6;1;16;15;
4;1;16;14;
4;2;18;17;
5;2;12;19;
6;2;19;14;
7;1;16;15;
4;1;16;15;
4;2;16;15;
5;1;11;15;
5;1;13;15;
5;1;12;10;
7;2;15;16;
4;1;14;10;
5;1;13;11;
5;1;15;13;
4;1;11;11;
4;1;14;11;
7;2;17;14;
6;2;19;17;
5;1;19;14;
4;1;18;16;
5;2;19;17;
5;2;19;12;
6;2;17;13;
6;2;21;14;
6;2;18;17;
5;1;15;12;
5;1;14;14;
5;2;11;13;
4;1;12;13;
5;1;14;11;
5;1;11;14;
4;1;11;12;
5;1;11;16;
5;1;11;12;
5;1;16;10;
5;1;17;15;
5;1;17;15;
5;2;15;14;
4;1;16;15;
6;2;16;14;
7;1;18;15;
5;1;16;16;
4;2;15;13;
4;1;15;15;
4;1;12;14;
5;1;15;13;
5;1;13;13;
4;1;13;15;
5;1;13;11;
4;1;11;17;
5;1;11;10;
5;2;13;11;
4;1;15;13;
5;2;13;12;
4;2;15;16;
5;2;18;17;
4;2;14;17;
5;1;16;18;
5;2;15;14;
5;1;19;17;
6;1;17;15;
5;2;19;14;
4;1;13;16;
5;1;11;12;
7;1;16;10;
6;1;12;10;
5;1;11;17;
4;1;12;13;
6;1;14;13;
5;2;11;10;
6;2;18;10;
4;1;15;12;
5;1;14;11;
6;2;14;15;
7;1;16;18;
5;1;15;15;
5;1;14;15;
4;1;16;13;
5;1;18;14;
4;1;13;12;
5;2;12;13;
3;1;10;10;
11;2;26;10;
9;5;31;16;
10;6;30;13;
11;4;26;12;
10;5;25;12;
9;4;43;21;
8;2;22;14;
11;3;24;10;
10;5;28;26;
11;3;44;17;
4;2;14;15;
5;1;12;11;
5;1;17;18;
4;1;18;13;
4;1;13;10;
4;1;10;11;
4;1;11;13;
10;5;32;13;
11;5;36;18;
9;5;32;15;
10;5;27;11;
7;2;25;17;
12;4;27;15;
9;4;26;11;
10;4;21;13;
10;4;38;17;
9;5;34;25;
10;3;26;13;
11;3;26;11;
4;1;13;14;
4;1;12;12;
4;1;13;13;
4;2;12;12;
3;1;12;11;
4;1;11;16;
4;1;13;11;
7;2;31;26;
4;1;16;10;
11;4;26;13;
9;3;25;14;
6;2;19;10;
12;4;33;18;
3;1;10;10;
9;2;25;14;
9;4;52;21;
7;3;25;14;
11;5;27;15;
6;4;32;17;
4;1;11;11;
5;2;12;10;
3;1;12;10;
5;1;12;11;
5;1;10;12;
5;1;11;13;
5;1;14;16;
5;2;11;11;
11;1;11;10;
9;3;26;10;
10;4;41;17;
10;4;29;24;
5;2;23;14;
9;4;28;15;
6;2;26;16;
6;2;23;15;
10;6;25;17;
8;4;18;13;
9;5;29;15;
4;1;13;13;
4;1;15;10;
4;1;13;12;
4;1;17;14;
5;1;11;15;
4;1;15;11;
4;1;14;13;
7;2;24;21;
4;1;17;19;
4;1;11;10;
6;1;11;14;
4;1;10;12;
4;1;13;12;
5;1;14;12;
4;1;15;10;
5;2;12;10;
5;1;13;13;
6;1;11;11;
4;2;13;13;
5;2;11;18;
4;2;20;16;
7;1;18;12;
6;2;16;19;
4;2;12;14;
5;2;16;13;
6;2;17;15;
5;2;18;13;
7;2;14;12;
6;1;11;14;
5;2;11;14;
4;1;14;11;
6;2;17;13;
6;1;11;11;
4;1;12;14;
4;2;14;13;
4;1;13;11;
4;1;13;14;
5;1;15;11;
5;1;16;12;
5;1;15;13;
5;2;17;16;
5;1;14;14;
6;2;13;16;
4;2;12;18;
4;2;18;15;
4;1;15;16;
6;2;15;14;
5;1;12;13;
5;1;11;10;
6;2;17;10;
5;1;11;10;
5;1;20;10;
5;1;13;10;
4;1;12;10;
4;1;13;10;
5;1;12;10;
4;2;11;10;
5;2;18;10;
4;2;20;10;
5;2;15;10;
5;2;17;10;
5;1;18;10;
5;2;15;10;
6;1;13;10;
6;2;19;10;
6;1;18;10;
5;1;10;10;
6;2;15;10;
5;1;15;10;
5;2;12;10;
4;1;14;10;
5;2;12;10;
5;1;13;10;
6;1;12;10;
5;1;14;10;
5;1;14;10;
4;1;17;10;
5;1;16;10;
5;2;16;10;
5;1;17;10;
4;2;18;10;
5;2;19;10;
6;2;20;10;
5;1;16;10;
5;2;14;10;
6;0;12;10;
4;1;12;10;
4;1;15;10;
4;2;16;10;
4;1;12;10;
4;1;11;10;
5;1;11;10;
5;1;13;10;
4;2;12;10;
6;1;15;10;
5;1;16;10;
5;2;14;10;
5;1;18;10;
7;2;18;10;
5;1;15;10;
6;1;16;10;
4;2;16;10;
5;2;15;10;
4;2;12;10;
6;1;14;10;
4;2;13;10;
4;2;12;10;
5;1;15;10;
4;1;12;10;
5;1;12;10;
5;1;11;10;
7;2;13;10;
4;2;17;10;
6;2;13;10;
4;2;19;10;
5;1;12;10;
6;2;19;10;
4;2;16;10;
7;1;17;10;
4;1;15;10;
6;1;14;10;
5;2;10;10;
4;2;12;10;
4;1;17;10;
4;1;12;10;
4;1;16;10;
5;1;12;10;
5;2;11;10;
5;2;13;10;
4;1;13;10;
4;1;13;10;
6;1;14;10;
6;1;18;10;
4;2;17;10;
5;2;18;10;
4;1;13;10;
4;1;16;10;
4;1;14;10;
5;2;12;10;
10;4;47;10;
11;3;27;10;
13;4;31;10;
8;3;36;10;
10;5;31;10;
5;2;27;10;
29;2;19;10;
10;4;45;10;
10;4;44;10;
10;4;28;10;
10;3;28;10;
4;2;18;10;
5;1;17;10;
6;1;11;10;
4;1;11;10;
4;1;11;10;
5;1;14;10;
4;2;13;10;
7;2;19;10;
11;2;21;10;
9;2;22;10;
6;2;17;10;
9;4;33;10;
10;4;35;10;
10;6;28;10;
7;2;29;10;
10;4;29;10;
10;4;34;10;
13;4;22;10;
9;5;38;10;
5;1;13;10;
5;1;16;10;
4;2;12;10;
5;1;13;10;
4;1;13;10;
5;1;12;10;
5;1;15;10;
4;1;14;10;
6;2;27;10;
9;2;26;10;
11;4;37;10;
12;5;25;10;
9;4;35;10;
12;5;24;10;
10;2;25;10;
10;4;34;10;
12;3;26;10;
11;4;34;10;
6;2;27;10;
5;1;11;10;
4;1;16;10;
4;1;15;10;
5;1;11;10;
5;1;12;10;
4;1;14;10;
5;1;15;10;
11;4;44;10;
11;4;39;10;
10;4;44;10;
11;5;31;10;
9;4;49;10;
12;3;22;10;
9;4;35;10;
10;4;22;10;
11;4;26;10;
10;5;36;10;
9;4;38;10;
6;1;16;10;
4;2;12;10;
4;1;20;10;
4;1;13;10;
5;1;18;10;
4;1;20;10;
25;1;16;10;
6;2;15;10;
6;2;15;10;
4;2;13;10;
4;1;12;10;
4;2;11;10;
5;2;12;10;
4;2;12;10;
4;1;12;10;
4;1;12;10;
4;2;19;10;
5;1;13;10;
4;1;13;10;
6;1;15;10;
5;2;12;10;
4;2;17;10;
5;2;18;10;
6;2;18;10;
4;1;16;10;
4;1;18;10;
5;2;13;10;
5;2;16;10;
5;1;15;10;
4;1;12;10;
4;1;14;10;
4;2;15;10;
5;1;13;10;
5;1;18;10;
5;1;15;10;
6;1;10;10;
5;2;13;10;
5;1;13;10;
5;1;18;10;
5;1;15;10;
5;1;19;10;
5;2;17;10;
5;3;19;10;
5;2;13;10;
5;2;17;10;
5;1;13;10;
6;2;16;10;
4;1;12;10;
4;1;12;10;
5;1;14;10;
4;1;13;10;
5;1;15;10;
6;2;15;10;
5;2;14;10;
6;1;11;10;
5;1;12;10;
4;1;10;10;
8;2;17;10;
6;2;17;10;
7;2;16;10;
6;1;18;10;
6;1;17;10;
